,Unnamed: 0,Date,User,Tweet,scores,compound,comp_score
1210,1210,2022-09-04 18:13:20+00:00,germanl60843856,"@PriscilaMelen15 @AESElSalvador Hay equipos eléctricos que consumen mucha energía. Refrigerador , plancha, focos 💡 de 100w , microondas, para ahorrar puede instalar focos led esos ahorran mucho. Suerte","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
1211,1211,2022-09-04 17:53:35+00:00,Iserrano7,@PriscilaMelen15 @AESElSalvador Si pero los macarrones hay que pagarlos.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
1212,1212,2022-09-04 17:50:09+00:00,guanacosor,@PriscilaMelen15 @AESElSalvador Por eso El Salvador está como está te sacan un ojo de la cara en los resivos y los trabajos pagan una miseria no se alcanza,"{'neg': 0.078, 'neu': 0.922, 'pos': 0.0, 'compound': -0.296}",-0.296,neg
1213,1213,2022-09-04 17:37:54+00:00,Lorfikof,@PriscilaMelen15 @AESElSalvador As de tener fuga de coriente I no te as fijado soy elecrrisista y e reparado muchos casos asi,"{'neg': 0.115, 'neu': 0.885, 'pos': 0.0, 'compound': -0.296}",-0.296,neg
1214,1214,2022-09-04 17:24:21+00:00,PriscilaMelen15,"@SamuelTreminio5 @AESElSalvador Ya lo hice y nada , parece que es tarifa la que tengo","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
1215,1215,2022-09-04 17:23:29+00:00,PriscilaMelen15,@GabrielOGomez2 @HibokiDiminocki @AESElSalvador Medijeron que suponían cambiar el medidor pero tenia que pagar 60  dolares por eso,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
1216,1216,2022-09-04 17:13:21+00:00,ChinamecaDe,@PriscilaMelen15 @AESElSalvador @nayibbukele es esto honesto? Como q hay q hacer diseños para hacer cobros de acuerdo al consumo y algún proceso para merecer subsidios . Esta en sus manos xfavor,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
1217,1217,2022-09-04 16:58:52+00:00,cloud_midgar,"@chivophone @PriscilaMelen15 @AESElSalvador No pendejo, mejor revisen la caja térmica de sus viviendas y la distribución de los circuitos, con que ni tienen el cable a tierra las casas de varias colonias, un horror la distribución de los circuitos en algunas casas","{'neg': 0.134, 'neu': 0.866, 'pos': 0.0, 'compound': -0.7096}",-0.7096,neg
1218,1218,2022-09-04 16:54:48+00:00,cloud_midgar,"@JC13907838 @PriscilaMelen15 @AESElSalvador Que recibe mejor la distribución de los circuitos de la caja térmica de la casa, algunas viviendas tienen circuitos sobrecargados, con que ni le colocan el cable a tierra a las viviendas","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
1219,1219,2022-09-04 16:23:21+00:00,KOTHBIRO33,"@PriscilaMelen15 @AESElSalvador Wow 🥴😱
Demasiado repórtalo y que te lleguen a ser una revisión , de lo contrario no bajara este monto , te lo digo por experiencia","{'neg': 0.079, 'neu': 0.786, 'pos': 0.136, 'compound': 0.3818}",0.3818,pos
1220,1220,2022-09-04 15:51:26+00:00,AESElSalvador,@jrguzmanfuen6 ¡Buen día! Con mucho gusto te ayudamos con tu caso. Por favor envíanos el NIC de tu factura en un mensaje para poder apoyarte de manera más directa.,"{'neg': 0.0, 'neu': 0.903, 'pos': 0.097, 'compound': 0.4574}",0.4574,pos
1221,1221,2022-09-04 15:44:56+00:00,AESElSalvador,"@RogerBaires1 Buenos días. Lamentamos el inconveniente, queremos ayudarte a solventarlo a la brevedad. Por favor, envíanos a través de un mensaje el NIC de tu factura para atenderte de mejor manera.","{'neg': 0.0, 'neu': 0.909, 'pos': 0.091, 'compound': 0.4019}",0.4019,pos
1222,1222,2022-09-04 15:37:44+00:00,jrguzmanfuen6,@PriscilaMelen15 @Noemy14756808 @AESElSalvador Denunciemos ala defendoria estos abusos de cobro  aveces no pasan  se los inventan...,"{'neg': 0.128, 'neu': 0.872, 'pos': 0.0, 'compound': -0.296}",-0.296,neg
1223,1223,2022-09-04 15:31:19+00:00,RogerBaires1,"#ReporteCiudadano #Anamorós 5 días sin energía eléctrica, Cantón Terreritos, Municipio de Anamorós, La Unión. @AESElSalvador https://t.co/Rp7axFGKPI","{'neg': 0.205, 'neu': 0.795, 'pos': 0.0, 'compound': -0.5574}",-0.5574,neg
1224,1224,2022-09-04 15:19:21+00:00,chivophone,"@PriscilaMelen15 @AESElSalvador Medicina amarga, seguí apoyando a tú ídolo","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
1225,1225,2022-09-04 14:45:46+00:00,johanna69083464,"@PriscilaMelen15 @salgari22 @AESElSalvador Los contadores nuevos ( desde hace 15 años pues) esos giran como disco Chino, nos dijo un inspector que no los regulan, para que salga la factura a todo vapor!!","{'neg': 0.085, 'neu': 0.915, 'pos': 0.0, 'compound': -0.4184}",-0.4184,neg
1226,1226,2022-09-04 14:32:12+00:00,Belladuard,@PriscilaMelen15 @Noemy14756808 @AESElSalvador Y eso que no pagas alcaldía amiga!,"{'neg': 0.238, 'neu': 0.762, 'pos': 0.0, 'compound': -0.3595}",-0.3595,neg
1227,1227,2022-09-04 14:30:41+00:00,AESElSalvador,@GeovannyMelend3 ¡Buen día! Con mucho gusto verificamos tu caso. Por favor envíanos el NIC de tu factura en un mensaje para poder apoyarte de manera más directa.,"{'neg': 0.0, 'neu': 0.897, 'pos': 0.103, 'compound': 0.4574}",0.4574,pos
1228,1228,2022-09-04 14:27:09+00:00,GeovannyMelend3,@PriscilaMelen15 @AESElSalvador Así nos pasa a todos,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
1229,1229,2022-09-04 14:24:20+00:00,Lyon90238653,"@PriscilaMelen15 @Noemy14756808 @AESElSalvador Es la nueva forma de extorsionar al pueblo salvadoreño trabajador,  para trasladarselo a las maras terroristas a nivel nacional. 
#El15Marchamos.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
1230,1230,2022-09-04 14:13:43+00:00,LuisLara777,"@SIGETSV @EdwinZamora80 @AESElSalvador @alcaldia_ss @PROCIVILSV Bueno día señores @SIGETSV les solicito de su apoyo, realizamos una petición a @claroelsalvador para cambio de domicilio, nos dijeron que en 72 horas resolvían, ya pasaron más de 13 días y no nos a dado solución no obstante el cobro de la factura llega en su totalidad","{'neg': 0.084, 'neu': 0.916, 'pos': 0.0, 'compound': -0.5267}",-0.5267,neg
1231,1231,2022-09-04 13:54:18+00:00,MirianBarrera12,"@AESElSalvador Muchas gracias @AESElSalvador pero igual ya lo cancelé sinó me la cortan xq si viene muy alto 1 y lo dejo vencer, ya para 2 recibos no podría pagarlos y obviamente me la cortaran, pero le primero q si el de éste mes me viene así buscaré su ayuda, feliz día.","{'neg': 0.046, 'neu': 0.954, 'pos': 0.0, 'compound': -0.296}",-0.296,neg
1232,1232,2022-09-04 13:50:59+00:00,AESElSalvador,"@MirianBarrera12 Con mucho gusto te ayudamos con tu solicitud. Por favor, envíanos el NIC de tu factura en un mensaje para atenderte de mejor manera:","{'neg': 0.0, 'neu': 0.899, 'pos': 0.101, 'compound': 0.4019}",0.4019,pos
1233,1233,2022-09-04 13:47:11+00:00,MirianBarrera12,@PriscilaMelen15 @salgari22 @AESElSalvador Es verdad @PriscilaMelen15 a mi me aumentó más de $15 dólares el recibo de energía eléctrica el mes pasado y no tengo nada mas q lo mismo.. Ya me imagino en verano vendrá de $1000 dls el recibo 😡.. Saludos.,"{'neg': 0.053, 'neu': 0.947, 'pos': 0.0, 'compound': -0.296}",-0.296,neg
1234,1234,2022-09-04 13:41:43+00:00,GabrielOGomez2,"@PriscilaMelen15 @HibokiDiminocki @AESElSalvador Tienes alambre razor en tu casa? tienes alguna descarga a tierra?, Es muy probable que si ninguna de las anteriores esté pasando el contador este dañado...","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
1235,1235,2022-09-04 13:14:31+00:00,erne_rod,"@PriscilaMelen15 @salgari22 @AESElSalvador Creo que tiene un corto circuito por algún lado, y según veo ese problema tiene ya varios meses.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
1236,1236,2022-09-04 13:12:57+00:00,SamuelTreminio5,@PriscilaMelen15 @AESElSalvador Cambie todos los bombillos amor  ..mi vecina tenia ese problema..cambio los bombillos y  le salio mucho menos,"{'neg': 0.0, 'neu': 0.81, 'pos': 0.19, 'compound': 0.6124}",0.6124,pos
1237,1237,2022-09-04 13:05:47+00:00,AESElSalvador,"@CARLOSH23509307 Queremos ayudarte a solventar tu situación. Por favor, envíanos a través de un mensaje el NIC de tu factura para poder atenderte de mejor manera:","{'neg': 0.0, 'neu': 0.895, 'pos': 0.105, 'compound': 0.4019}",0.4019,pos
1238,1238,2022-09-04 13:04:33+00:00,CARLOSH23509307,"@AESElSalvador @PabloGo62780932 A mi también se me incrementó hace tres meses se me incrementó el cobro de energía, aún teniendo los mismos electrodomésticos","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
1239,1239,2022-09-04 12:56:58+00:00,kilman54721751,"@PriscilaMelen15 @AESElSalvador ESO no tiene que ver con tener TV o muebles esa son la tazas municipales por la propiedad! Todos pagamos impuestos, de ESO no se salva nadie, queremos Beneficios paguemos impuestos!! Las tazas municipales no son CADA mes asi que no s quejen!","{'neg': 0.204, 'neu': 0.796, 'pos': 0.0, 'compound': -0.8388}",-0.8388,neg
1240,1240,2022-09-04 12:47:33+00:00,RuthGut09430327,@PriscilaMelen15 @AESElSalvador Si tiene refrigerador u horno,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
1241,1241,2022-09-04 12:45:16+00:00,AESElSalvador,"@Norbert72320066 Lamentamos el inconveniente, queremos ayudarte a solventarlo a la brevedad. Por favor, envíanos a través de un mensaje el NIC de tu factura para atenderte de mejor manera:","{'neg': 0.0, 'neu': 0.903, 'pos': 0.097, 'compound': 0.4019}",0.4019,pos
1242,1242,2022-09-04 12:41:40+00:00,Norbert72320066,@SIGETSV @Manuelsv @DenunciasElSV @PROCIVILSV @JC_Bidegain @AESElSalvador @claroelsalvador @TigoElSalvador @delsur_energia @Edesal_sv @MedioAmbienteSV Tomar cartas en el asunto aes por favor,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.4019}",0.4019,pos
1243,1243,2022-09-04 12:40:39+00:00,Norbert72320066,@SIGETSV @Manuelsv @DenunciasElSV @PROCIVILSV @JC_Bidegain @AESElSalvador @claroelsalvador @TigoElSalvador @delsur_energia @Edesal_sv @MedioAmbienteSV Se reporta desde antier varios apagones de energuia en carretera litoral sonsonate nosé sabe si son intencionalmente para que suba nuestra factura,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
1244,1244,2022-09-04 12:29:23+00:00,MariaCa39805418,@PriscilaMelen15 @AESElSalvador Vivis  armitaña  entonces,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
1245,1245,2022-09-04 12:13:14+00:00,AESElSalvador,@PabloGo62780932 Con mucho gusto te ayudamos con tu caso. Por favor envíanos el NIC de tu factura en un mensaje para poder apoyarte de manera más directa:,"{'neg': 0.0, 'neu': 0.906, 'pos': 0.094, 'compound': 0.4019}",0.4019,pos
1246,1246,2022-09-04 12:10:10+00:00,PabloGo62780932,@PriscilaMelen15 @AESElSalvador YA QUISIERA YO PAGAR ESOS $3.39 DE DÓLARES EN MI CASA QUE CADA RECIBIDO ME LLEGA CON UN RECARGO DE MAS DE CIEN,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
1247,1247,2022-09-04 11:48:17+00:00,MelissaNathy,@HibokiDiminocki @PriscilaMelen15 @AESElSalvador Cierto porque la revisión tiene que ser de la agencia 😬,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
1248,1248,2022-09-04 05:15:58+00:00,B3ll4D4M4,@PriscilaMelen15 @AESElSalvador Pero si es poco,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
1249,1249,2022-09-04 04:59:08+00:00,AbelFernand3z,@JosLuis02769940 @PriscilaMelen15 @AESElSalvador Una falla del neutro! 😂,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
1250,1250,2022-09-04 04:57:59+00:00,AbelFernand3z,@PriscilaMelen15 @AESElSalvador Solo de impuestos son casi $13 🤨,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
1251,1251,2022-09-04 04:53:01+00:00,DigiGuzman,"@PriscilaMelen15 @salvatore7mas @AESElSalvador En casa de la abuela se le pagan $28 por gastos de comercializacion a @AESElSalvador por tener sus oficinas aquí o quizá es negocio entre EEO y la alcaldía de acà, pero en mi vida vi un xobro de $28 por ese concepto, sólo en este municipio.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
1252,1252,2022-09-04 04:41:41+00:00,SubZero_87,@PriscilaMelen15 @AESElSalvador Lo que siempre me he preguntados es porque cobran tanto por distribución ojalá algún día se actualicen y te envíen el recibo por correo como lo hacen otras compañías,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
1253,1253,2022-09-04 04:32:37+00:00,RafaelGuandiqu3,"@HibokiDiminocki @PriscilaMelen15 @AESElSalvador Correcto en ocaciones la corriente 
Se gasta aterrizada ( yendose a tierra)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
1254,1254,2022-09-04 04:23:41+00:00,oseascaleb,"@PriscilaMelen15 @AESElSalvador Tiene contador de los nuevos supongo, esos marcan casi el triple, los contadores antiguos con esos no se consumia mucho y se pagaba menos, pero poco a poco los andan cambiando la empresa, asi que ahora, mejor ni miro televisión, no oigo música...","{'neg': 0.097, 'neu': 0.903, 'pos': 0.0, 'compound': -0.5267}",-0.5267,neg
1255,1255,2022-09-04 03:57:48+00:00,H_Jguar,@PriscilaMelen15 @AESElSalvador Muchas veces se debe a fuga eléctrica por algún falla en la instalación interna de la vivienda.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
1256,1256,2022-09-04 03:55:00+00:00,Leunam_Orrvn,@PriscilaMelen15 @Alexmoreno_2011 @AESElSalvador a mi me salen $94... la verdad esta cara la energia,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
1257,1257,2022-09-04 03:46:14+00:00,oliver74614039,@PriscilaMelen15 @AESElSalvador 🤭,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
1258,1258,2022-09-04 03:46:03+00:00,oliver74614039,@PriscilaMelen15 @AESElSalvador Perilla*,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
1259,1259,2022-09-04 03:42:46+00:00,JosLuis02769940,@PriscilaMelen15 @AESElSalvador Se ve que ha mantenido ese promedio de consumo. Pero porque el reclamo hoy. Ya solicito una verificación del servicio. Contrate un electricista para que revise su caja térmica y que no tenga fallas del neutro a la entrada del medidor.,"{'neg': 0.05, 'neu': 0.894, 'pos': 0.055, 'compound': 0.0516}",0.0516,pos
1260,1260,2022-09-04 03:26:38+00:00,Andy33770626,"@PriscilaMelen15 @AESElSalvador Lo de la gasolina, las computadoras , los espaguetis hay van poco a poco.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
1261,1261,2022-09-04 03:25:14+00:00,marlon_Rodri7,@PriscilaMelen15 @AESElSalvador Cuanto le sale usualmente?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
1262,1262,2022-09-04 03:24:37+00:00,Maestrojedikatt,@PriscilaMelen15 @vladimi43034778 @AESElSalvador Así nos está pasando a muchos,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
1263,1263,2022-09-04 03:06:02+00:00,serginho1505,@PriscilaMelen15 @AESElSalvador Presente su reclamo en @SIGETSV,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
1264,1264,2022-09-04 03:01:46+00:00,godo_alfaro,@AESElSalvador Estoy esperando desde el jueves en la tarde que hice el reporte. Me urge porque mis aparatos eléctricos y electrónicos se van a dañar. Necesito un día y hora. Ya no quiero evasivas,"{'neg': 0.068, 'neu': 0.932, 'pos': 0.0, 'compound': -0.296}",-0.296,neg
1265,1265,2022-09-04 02:58:22+00:00,AESElSalvador,@godo_alfaro Nos ponemos en contacto contigo para infórmate que en este momento tu reclamo 3142847 se encuentra en proceso de atención. Esperamos solventar en el menor tiempo posible.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
1266,1266,2022-09-04 02:57:33+00:00,godo_alfaro,@AESElSalvador El NIC es el 2357652 a nombre de Berta Elvira Alfaro viuda de Mejía. Les repito desde hace tres días llamé para hacer el reporte y no se han acercado. Y no me voy a estar desvelando para estarlos esperando en la noche,"{'neg': 0.104, 'neu': 0.896, 'pos': 0.0, 'compound': -0.5267}",-0.5267,neg
1267,1267,2022-09-04 02:34:02+00:00,JC13907838,"@PriscilaMelen15 @AESElSalvador Si pides una revisión y tienes electrodomésticos viejos aunque sea DESCONECTADOS van a decir que por ESOS BOLADO te sale ese valor!
Antes de amargarte la existencia con esos, revisa empaques de refrigedor, cambia focos incandescentes por lámparas y reduce el uso de ventiladores!","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
1268,1268,2022-09-04 02:20:33+00:00,Nestor90372517,"@PriscilaMelen15 @AESElSalvador Paga a un electricista con Carnet, p/ q  haga una inspección general.

Mientras:
• Evita usar extensiones
• compra focos LED para toda la casa.

Lo mas probable, es q el cable ppal de donde flulle la corriente para los tomas, o las extensiones a los tomas, está sobrecalentando.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
1269,1269,2022-09-04 02:12:10+00:00,AESElSalvador,"@godo_alfaro Queremos ayudarte a solventar tu situación. Por favor, envíanos a través de un mensaje el NIC de tu factura para poder atenderte de mejor manera.","{'neg': 0.0, 'neu': 0.895, 'pos': 0.105, 'compound': 0.4019}",0.4019,pos
1270,1270,2022-09-04 02:09:06+00:00,PriscilaMelen15,@NaunPalma3 @AESElSalvador Que injusto porque uno no gasta esa cantidad que ellos cobran,"{'neg': 0.155, 'neu': 0.845, 'pos': 0.0, 'compound': -0.296}",-0.296,neg
1271,1271,2022-09-04 02:08:18+00:00,PriscilaMelen15,@chines75 @AESElSalvador Cómo eso depende en que ubicación viva,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
1272,1272,2022-09-04 01:48:12+00:00,chines75,"@PriscilaMelen15 @AESElSalvador Que afortunada de alguna manera, a mi en tonacatepeque me sale mas solo de alcaldia.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
1273,1273,2022-09-04 01:47:20+00:00,NaunPalma3,@PriscilaMelen15 @AESElSalvador Yo pagaba 33 y ahora pago 75 y nada ni nadie nos ayuda en este caso,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
1274,1274,2022-09-04 01:47:15+00:00,godo_alfaro,@SIGETSV CC a @AESElSalvador desde hace varios días estoy experimentando problemas de bajo voltaje en mi casa. Reporté a CAESS el día jueves. Estamos ya sábado y hasta esta hora no he sido atendido. Ya llamé tres veces al call center y solo me salen con evasivas,"{'neg': 0.05, 'neu': 0.95, 'pos': 0.0, 'compound': -0.296}",-0.296,neg
1275,1275,2022-09-04 01:10:55+00:00,oliver74614039,@PriscilaMelen15 @AESElSalvador Mantén la perrita de la refri a la mitad. Eso ayuda,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
1276,1276,2022-09-04 01:10:16+00:00,Enrique78640919,@PriscilaMelen15 @AESElSalvador Debe hacer una revisión si no tiene una fuga eléctrica o solicitar una verificación del conteo del contador valga la redundancia,"{'neg': 0.095, 'neu': 0.905, 'pos': 0.0, 'compound': -0.296}",-0.296,neg
1277,1277,2022-09-04 01:09:40+00:00,EdwinZamora80,@AESElSalvador @SIGETSV Excelente. Por la seguridad de los transeúntes y unidades del transporte colectivo que pasan con pasajeros en la zona.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
1278,1278,2022-09-04 01:07:47+00:00,AESElSalvador,"@SIGETSV Muchas gracias por la informaciòn brindada, te hemos creado el reporte, bajo el nùmero de gestiòn: 3147071, por favor mantente a la espera para brindarte una pronta soluciòn.","{'neg': 0.0, 'neu': 0.909, 'pos': 0.091, 'compound': 0.4019}",0.4019,pos
1279,1279,2022-09-04 00:55:27+00:00,SoneeCarrillo,"@PriscilaMelen15 @Alejand21810532 @AESElSalvador Así son de sangrones, desgraciados","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
1280,1280,2022-09-04 00:51:52+00:00,HibiDimiCyvengo,@AESElSalvador @PriscilaMelen15 Gracias por atenderle,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
1281,1281,2022-09-04 00:47:26+00:00,AESElSalvador,"@Duo95_07 Buen dìa, con mucho gusto te ayudamos a reportarlo, Por favor envìanos el NIC de tu factura en un mensaje para poder apoyarte.","{'neg': 0.0, 'neu': 0.891, 'pos': 0.109, 'compound': 0.4019}",0.4019,pos
1282,1282,2022-09-04 00:46:50+00:00,SIGETSV,"@EdwinZamora80 @AESElSalvador @alcaldia_ss @PROCIVILSV Gracias por el reporte, en estos momentos lo remitimos a la distribuidora @AESElSalvador para verificar y solventar el inconveniente lo más pronto posible.

Puede brindarnos por este medio un número de NIC para tener más delimitada la zona afectada.

Quedamos atentos.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
1283,1283,2022-09-04 00:33:50+00:00,Duo95_07,"@nayibbukele @PROCIVILSV @AESElSalvador @ferchoo_rd : Aquíen corresponda este mensaje, necesitamos aquí en colonia Villa real, cuscatancingo tala de árboles URGENTES ya que así como este árbol de mango que sobrepasó los límites ya, hay muchos. https://t.co/kx7an1IYdx","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
1284,1284,2022-09-04 00:04:54+00:00,AESElSalvador,"@MUSICMASTER3 Buen dìa, con mucho gusto te ayudamos a validar, a travès de mensaje te daremos seguimiento.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
1285,1285,2022-09-04 00:02:24+00:00,AESElSalvador,"@CayetanoCruz_ Buen dìa, con mucho gusto te ayudamos a reportarlo, Por favor envìanos el NIC de tu factura en un mensaje para poder apoyarte.","{'neg': 0.0, 'neu': 0.891, 'pos': 0.109, 'compound': 0.4019}",0.4019,pos
1286,1286,2022-09-04 00:01:17+00:00,MarioEAlvarenga,"@PriscilaMelen15 @AESElSalvador A mi me salen siempre arriba se 125 dólares y ya hace tiempo que fui a CAESS me dijeron que era por la zona, pero a mi vecino le salen 16. Nadie responde.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
1287,1287,2022-09-03 23:52:39+00:00,EdwinZamora80,Se reporta poste del tendido  eléctrico apunto de caer en 11 calle Poniente y 5ta avenida Norte frente al Parque Infantil en San Salvador. @AESElSalvador @alcaldia_ss @PROCIVILSV #EnDesarrollo #Alerta #TraficoSV https://t.co/IEjh95nkvv,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
1288,1288,2022-09-03 23:48:43+00:00,EdwinZamora80,Se reporta poste del tendido  eléctrico apunto de caer en 11 calle Poniente y 5ta avenida Norte frente al Parque Infantil en San Salvador. @AESElSalvador @alcaldia_ss @PROCIVILSV #EnDesarrollo #Alerta #TraficoSV https://t.co/HCenodxyu3,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
1289,1289,2022-09-03 22:39:53+00:00,HibiDimiCyvengo,"@PriscilaMelen15 @AESElSalvador Ay no se, es que ya me pasó eso y creeme que es frustrante. 

Que se te resuelva pronto.","{'neg': 0.104, 'neu': 0.896, 'pos': 0.0, 'compound': -0.296}",-0.296,neg
1290,1290,2022-09-03 22:21:40+00:00,CayetanoCruz_,"@AESElSalvador tengo mas de 8 horas de espera, para que vengan a reparar el problema de energía en mi vivienda y nada!!! Hasta cundo van a venir 🤷🏻‍♂️","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
1291,1291,2022-09-03 20:02:51+00:00,HibiDimiCyvengo,"@PriscilaMelen15 @AESElSalvador Otra cosa que he observado es que algunas instalaciones tienen cables dañados y la energía se va en algún lugar topando con paredes, digamos.

Pienso eso porque no te ha bajado. Otra cosa es saber cuánto consume la refrigeradora.","{'neg': 0.052, 'neu': 0.892, 'pos': 0.056, 'compound': 0.0516}",0.0516,pos
1292,1292,2022-09-03 20:00:50+00:00,HibiDimiCyvengo,"@PriscilaMelen15 @AESElSalvador Bueno, mira, tus consumos son casi los mismos. Pareciera que el técnico te estafó pues en lugar de bajar te subió.

Es feo, pero a veces nos toca aprender a calcular nuestro cobro con la tarifa y el contador.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
1293,1293,2022-09-03 19:57:49+00:00,PriscilaMelen15,"@HibokiDiminocki @AESElSalvador Muchas gracias pero yo le pague a un técnico para que me hiciera eso y hasta refrigerador nuevo compré por sí hera mi refrigerador viejito pero no solucioné nada, y fui hasta la oficina también para que vengan y nada","{'neg': 0.056, 'neu': 0.944, 'pos': 0.0, 'compound': -0.296}",-0.296,neg
1294,1294,2022-09-03 18:54:31+00:00,AESElSalvador,@PriscilaMelen15 ¡Buen día! Con mucho gusto te ayudamos con tu caso. Con mucho gusto hemos confirmado los datos por medio de mensaje para poder apoyarte de manera más directa.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
1295,1295,2022-09-03 18:46:22+00:00,HibiDimiCyvengo,"@PriscilaMelen15 @AESElSalvador Pide una revisión en agencia.

Permíteme una sugerencia adicional: veo que tus consumos son casi similares. Por favor revisa qué tipo de lámparas tienes. ¿Son led? ¿Cuánto consumen? Aunque no lo creas, las lámparas y focos que no son LED gastan bastante.","{'neg': 0.1, 'neu': 0.843, 'pos': 0.057, 'compound': -0.264}",-0.264,neg
1296,1296,2022-09-03 18:39:05+00:00,PriscilaMelen15,"@AESElSalvador es demasiado estos cobros, no tengo ni televisión menos una tienda 😡😡😡 https://t.co/A3uL6gzawx","{'neg': 0.145, 'neu': 0.855, 'pos': 0.0, 'compound': -0.296}",-0.296,neg
1297,1297,2022-09-03 18:38:52+00:00,aranda_bessy,"@AESElSalvador Se los envié, estamos hasta sin agua por la falta de energía.","{'neg': 0.231, 'neu': 0.769, 'pos': 0.0, 'compound': -0.5574}",-0.5574,neg
